,Type
12533,0
7560,1
8096,1
784,1
12249,0
1409,1
10729,0
16538,1
3009,1
11093,0
4014,0
7455,1
12913,0
3863,0
1895,1
5442,0
569,1
1816,1
18031,0
6102,0
2975,1
17364,0
10492,0
190,1
699,1
16990,1
12468,0
301,1
3420,0
1060,1
14434,1
10757,0
3444,0
17453,0
10716,0
8208,1
7679,1
11312,0
4642,0
12946,0
9007,1
7996,1
5600,0
9151,1
7022,1
15636,1
16609,1
5895,0
10677,0
8754,1
3436,0
14565,1
14373,1
6893,1
17429,0
12757,0
8050,1
9146,1
4555,0
11296,0
4735,0
1218,1
13446,0
3987,0
5699,0
13992,1
17340,0
2869,1
11969,0
14207,1
2961,1
14172,1
2200,1
16482,1
5592,0
2557,1
15586,1
9637,1
5539,0
12874,0
12183,0
6295,0
4499,0
1154,1
15151,1
9874,1
7400,1
10248,0
7158,1
14589,1
5423,0
2049,1
13168,0
11835,0
16371,1
9208,1
14075,1
16646,1
14486,1
14257,1
6616,0
8120,1
8155,1
1802,1
4736,0
11111,0
2385,1
5759,0
8680,1
1734,1
2911,1
11411,0
8338,1
1986,1
6546,1
14243,1
2811,1
17043,1
15708,1
11589,0
9339,1
15087,1
11774,0
1930,1
197,1
7777,1
8004,1
2327,1
4389,0
12688,0
11447,0
202,1
4931,0
5791,0
13949,1
7392,1
5855,0
854,1
13877,1
14555,1
4737,0
17082,1
1636,1
11649,0
17675,0
6585,0
13808,1
3304,0
17879,0
7994,1
1998,1
663,1
13545,1
3748,0
5530,0
7526,1
9474,1
6776,0
1306,1
11494,0
15707,1
10230,0
10173,1
16157,1
3627,0
13931,1
2693,1
11252,0
16312,1
9789,1
10921,0
10817,0
9914,1
16198,1
1059,1
1678,1
6374,0
7574,1
14820,1
12383,0
8755,1
17247,0
15934,1
17868,0
206,1
12685,0
6910,1
502,1
17412,0
13773,1
8110,1
14948,1
5056,0
9762,1
10965,0
14039,1
11837,0
2454,1
15265,1
13067,0
8392,1
6184,0
3561,0
5892,0
12666,0
13986,1
391,1
6736,0
5258,0
15422,1
2695,1
2027,1
2568,1
8006,1
16216,1
16448,1
5276,0
7208,1
8571,1
6331,0
12185,0
9268,1
17262,0
8529,1
1016,1
7629,1
11534,0
995,1
4297,0
161,1
5675,0
6873,1
12990,0
9692,1
7989,1
13417,0
10805,0
11653,0
1021,1
3943,0
1585,1
3152,1
14541,1
8226,1
12206,0
17159,0
15787,1
2612,1
11016,0
10233,0
8433,1
10253,0
10555,0
8792,1
10627,0
14502,1
8838,1
3890,0
3556,0
11394,0
17912,0
1267,1
1899,1
3005,1
189,1
2747,1
8666,1
6396,1
17568,0
6420,1
5051,0
5311,0
2433,1
769,1
1685,1
8322,1
16023,1
11363,0
14423,1
4426,0
16850,1
6265,0
11284,0
11964,0
5390,0
860,1
15795,1
